dataset_id,stage_label,split,identity_candidate_count,accepted_count,rejected_count,training_usable,median_confidence,median_presence,median_localization_error,safety_cap_hit,identity_endpoint_count,basal_transition_candidate_added,input_domain,shoot_retention_ratio,root_base_overlap_ratio,green_shoot_retention_ratio,seed_detected,roi_localization_source,retention_repair_used
v4_train_new_0039,unassigned,train,17,8,9,1,0.47809428952485017,0.8888888888888888,0.0030092587287952437,0,5,1,phenotype_roi_v1,0.8953206449266577,0.0,0.9050293701496377,True,estimated_seed,False
v4_train_new_0040,unassigned,train,16,10,6,1,0.5076096915928411,0.8888888888888888,0.005296641455046577,0,6,1,phenotype_roi_v1,0.9978799739073712,0.0,1.0,True,estimated_seed,False
v4_train_new_0041,unassigned,train,14,11,3,1,0.6804686439237024,1.0,0.003028325409161217,0,7,1,phenotype_roi_v1,0.9521033111697684,0.0,1.0,True,estimated_seed,True
v4_train_new_0042,unassigned,train,15,9,6,1,0.5245988526180583,0.8888888888888888,0.003341425066097393,0,4,1,phenotype_roi_v1,1.0,0.004830917874396135,1.0,True,estimated_seed,False
v4_train_new_0043,unassigned,train,15,10,5,1,0.7603475125418127,0.9444444444444444,0.004444220873147518,0,11,1,phenotype_roi_v1,0.9930325849813498,0.0,0.9957625693627039,True,estimated_seed,False
v4_train_new_0044,unassigned,train,13,7,6,1,0.6826036802601947,0.8888888888888888,0.006350416667205415,0,3,1,phenotype_roi_v1,0.9981006647673314,0.0,1.0,True,estimated_seed,False
v4_train_new_0045,unassigned,train,20,9,11,1,0.5494590445516699,1.0,0.004323173359034936,0,5,1,phenotype_roi_v1,0.9949564678369164,0.00016622340425531914,1.0,True,estimated_seed,False
v4_train_new_0046,unassigned,train,16,9,7,1,0.7896941774122669,1.0,0.004821697922760992,0,6,1,phenotype_roi_v1,0.965982128860323,0.0,1.0,True,estimated_seed,True
v4_train_new_0047,unassigned,train,17,12,5,1,0.48532418294344315,0.8888888888888888,0.0037940334692906615,0,6,1,phenotype_roi_v1,0.9990358244772026,0.0,1.0,True,estimated_seed,False
v4_train_new_0048,unassigned,train,14,5,9,1,0.7839518874288325,1.0,0.0029389146816974003,0,6,1,phenotype_roi_v1,0.9547502903600464,0.0,1.0,True,estimated_seed,True
v4_train_new_0049,unassigned,train,17,5,12,1,0.8756903175223123,1.0,0.0031671177189459172,0,6,1,phenotype_roi_v1,1.0,0.0025053422739665463,1.0,True,estimated_seed,False
v4_train_new_0050,unassigned,train,11,7,4,1,0.8140396086475687,1.0,0.00409800117411706,0,8,1,phenotype_roi_v1,0.9983113236187007,0.0005501760563380282,1.0,True,estimated_seed,False
v4_train_new_0051,unassigned,train,11,6,5,1,0.8618285277700165,1.0,0.0036046792282265127,0,4,1,phenotype_roi_v1,0.9914205378385523,0.0,0.9957375355205373,True,estimated_seed,False
v4_train_new_0052,unassigned,train,12,6,6,1,0.7627269439201039,0.8888888888888888,0.0021705718210391933,0,7,1,phenotype_roi_v1,0.9779000985869208,0.0,0.9913507788711884,True,estimated_seed,False
v4_train_new_0053,unassigned,train,14,10,4,1,0.6709895086853683,0.9444444444444444,0.004613579783805924,0,8,1,phenotype_roi_v1,0.9968065031209175,0.016372595771737403,0.9943552901660757,True,estimated_seed,False
v4_train_new_0054,unassigned,train,10,7,3,1,0.7552925488560511,0.8888888888888888,0.004541130523079854,0,6,1,phenotype_roi_v1,0.9811427213874205,0.0,0.9842578710644677,True,estimated_seed,False
v4_train_new_0055,unassigned,train,12,8,4,1,0.761416511611283,0.9444444444444444,0.0026996225228076405,0,8,1,phenotype_roi_v1,0.9727503327724338,0.0,0.9875992506021947,True,estimated_seed,False
v4_train_new_0057,unassigned,train,15,8,7,1,0.7471265737817608,0.9444444444444444,0.0026088743851079175,0,13,1,phenotype_roi_v1,0.9912019464720194,0.02090741004124591,0.9961127308066083,True,estimated_seed,False
v4_train_new_0058,unassigned,train,17,8,9,1,0.7545535196023907,0.8888888888888888,0.004046078700146324,0,5,1,phenotype_roi_v1,0.999030289201985,0.0,1.0,True,estimated_seed,False
v4_train_new_0059,unassigned,train,20,9,11,1,0.5155705644166878,0.8888888888888888,0.002768282176290204,0,4,1,phenotype_roi_v1,1.0,0.020627062706270627,1.0,True,estimated_seed,False
v4_train_new_0060,unassigned,train,13,4,9,1,0.911005410396943,1.0,0.00215233372807197,0,3,1,phenotype_roi_v1,0.9993784349646689,0.001443811662789765,1.0,True,estimated_seed,False
v4_train_new_0061,unassigned,train,14,11,3,1,0.729571954617108,1.0,0.007513087797606932,0,10,1,phenotype_roi_v1,0.9991232197083102,0.0,1.0,True,estimated_seed,False
v4_train_new_0062,unassigned,train,13,10,3,1,0.7108225586408367,0.8333333333333333,0.0027269875808998405,0,9,1,phenotype_roi_v1,0.9979466592838686,0.0,1.0,True,estimated_seed,False
v4_train_new_0063,unassigned,train,16,9,7,1,0.4573673684764441,1.0,0.0046673107940808905,0,4,0,phenotype_roi_v1,0.9901134916980416,0.0009750812567713976,0.9982415798728527,True,estimated_seed,False
v4_train_new_0064,unassigned,train,14,11,3,1,0.6369820923399103,0.7777777777777778,0.002407863813275836,0,8,1,phenotype_roi_v1,0.9994937387394095,0.001159937541824671,1.0,True,estimated_seed,False
v4_train_new_0065,unassigned,train,14,7,7,1,0.6258219157892603,1.0,0.002666575512611403,0,6,1,phenotype_roi_v1,0.9978396710724988,0.00031118717908822156,0.9995423340961098,True,estimated_seed,False
v4_train_new_0066,unassigned,train,15,6,9,1,0.7623179774879767,1.0,0.003251341046398131,0,3,1,phenotype_roi_v1,1.0,0.00442168955084943,1.0,True,estimated_seed,False
v4_train_new_0067,unassigned,train,10,6,4,1,0.8777805272008168,1.0,0.0030514540665685847,0,3,1,phenotype_roi_v1,0.9978187060184747,0.0,1.0,True,estimated_seed,False
v4_train_new_0068,unassigned,train,19,7,12,1,0.7598602573245544,0.8888888888888888,0.004355637169828447,0,4,1,phenotype_roi_v1,1.0,0.0032036255664947646,1.0,True,estimated_seed,False
v4_train_new_0069,unassigned,train,15,12,3,1,0.6401558114528675,0.8888888888888888,0.003205564892778157,0,12,1,phenotype_roi_v1,0.9987764376857193,0.02553191489361702,1.0,True,estimated_seed,False
v4_train_new_0070,unassigned,train,16,10,6,1,0.6304031257134782,1.0,0.0029498981416515332,0,5,1,phenotype_roi_v1,1.0,0.0014867337602927722,1.0,True,estimated_seed,False
v4_train_new_0071,unassigned,train,13,10,3,1,0.5731691719590176,1.0,0.004663620594798355,0,6,1,phenotype_roi_v1,0.9838606241983754,0.0012239902080783353,0.9935785172212492,True,estimated_seed,False
v4_train_new_0072,unassigned,train,18,9,9,1,0.8518495941421588,1.0,0.002958505618292474,0,7,1,phenotype_roi_v1,0.996701396787843,0.024986985944820406,0.9975556641927026,True,estimated_seed,False
v4_train_new_0073,unassigned,train,15,5,10,1,0.88574647904379,1.0,0.00283350976746003,0,8,1,phenotype_roi_v1,0.9994411469976104,0.02796420581655481,0.9996414871114616,True,estimated_seed,False
v4_train_new_0074,unassigned,train,17,10,7,1,0.7098162644646473,0.9444444444444444,0.0021364624623000637,0,9,1,phenotype_roi_v1,0.9975527732604954,0.007955449482895784,0.9982929900657619,True,estimated_seed,False
v4_train_new_0075,unassigned,train,16,10,6,1,0.6233320256132389,1.0,0.004249891045109066,0,8,1,phenotype_roi_v1,0.9969769492379393,0.00410958904109589,0.9978705836339142,True,estimated_seed,False
v4_train_new_0076,unassigned,train,14,9,5,1,0.6844044368168539,1.0,0.0026918119826379403,0,7,1,phenotype_roi_v1,0.9975938560928178,0.0,0.9981438140585909,True,estimated_seed,False
v4_train_new_0077,unassigned,train,14,6,8,1,0.8660964057141529,1.0,0.001834173238098456,0,5,1,phenotype_roi_v1,0.9787285038049014,0.031073446327683617,0.9848020664383973,True,estimated_seed,False
v4_train_new_0078,unassigned,train,14,7,7,1,0.6919968888212223,1.0,0.005633256335528431,0,5,1,phenotype_roi_v1,0.9989838043823436,0.0,1.0,True,estimated_seed,False
v4_train_new_0079,unassigned,train,14,7,7,1,0.8131043725029269,1.0,0.0028762958384673677,0,6,1,phenotype_roi_v1,0.995646168628393,0.04120879120879121,0.9950874151134229,True,estimated_seed,False
v4_train_new_0080,unassigned,train,11,7,4,1,0.6840707235032013,0.8888888888888888,0.00466560924903608,0,8,1,phenotype_roi_v1,0.997491974317817,0.00275178866263071,0.9989949117406872,True,estimated_seed,False
v4_train_new_0081,unassigned,train,14,7,7,1,0.879393082213346,1.0,0.0026484287953847324,0,8,1,phenotype_roi_v1,0.9974228757674525,0.044589774078478,0.9990181410136525,True,estimated_seed,False
v4_train_new_0082,unassigned,train,14,7,7,1,0.6411853362946403,1.0,0.0066786041396803214,0,6,1,phenotype_roi_v1,0.9980939498278406,0.020093457943925235,0.9987288997356112,True,estimated_seed,False
v4_train_new_0083,unassigned,train,13,4,9,1,0.7847495361906351,0.9444444444444444,0.00311501461380016,0,8,1,phenotype_roi_v1,0.9809321351499339,0.002890173410404624,0.9922762635025466,True,estimated_seed,False
v4_train_new_0084,unassigned,train,14,8,6,1,0.6658588520795914,1.0,0.004325228979809436,0,4,1,phenotype_roi_v1,0.9957468101075807,0.004201680672268907,0.9946469773880942,True,estimated_seed,False
v4_train_new_0085,unassigned,train,15,10,5,1,0.5178478927278205,1.0,0.0027212798408869183,0,5,1,phenotype_roi_v1,0.9892223511855414,0.0,0.9926883270686371,True,estimated_seed,False
v4_train_new_0086,unassigned,train,17,7,10,1,0.8760347912065103,1.0,0.0023818415267331983,0,5,1,phenotype_roi_v1,0.9798246046213727,0.005046480743691899,0.9877288663809894,True,estimated_seed,False
v4_train_new_0087,unassigned,train,16,7,9,1,0.6292814197909141,1.0,0.0032861892388734294,0,4,1,phenotype_roi_v1,0.9985894153910454,0.009369318976366942,0.9998473049320507,True,estimated_seed,False
v4_train_new_0088,unassigned,train,9,3,6,1,0.8822898817021891,1.0,0.002919485193895593,0,4,1,phenotype_roi_v1,0.9947673171777826,0.00022487069934787497,0.999438083865983,True,estimated_seed,False
v4_train_new_0090,unassigned,train,16,8,8,1,0.6765232358823118,1.0,0.005172527474608318,0,6,1,phenotype_roi_v1,0.9979071592593669,0.003187420314492138,0.999211162056895,True,estimated_seed,False
v4_train_new_0091,unassigned,train,14,5,9,1,0.8081315208582818,1.0,0.002499589770268305,0,5,1,phenotype_roi_v1,0.9977834072197593,0.02115019011406844,0.9994393190274734,True,estimated_seed,False
v4_train_new_0092,unassigned,train,14,8,6,1,0.7121002227168416,1.0,0.005882775870884521,0,11,1,phenotype_roi_v1,0.9970704696906287,0.010852090032154342,0.9973749654600719,True,estimated_seed,False
v4_train_new_0093,unassigned,train,16,10,6,1,0.5599490312976019,1.0,0.0038835304460742392,0,6,1,phenotype_roi_v1,0.9959829602780165,0.0011609907120743034,0.9975058357049211,True,estimated_seed,False
v4_train_new_0094,unassigned,train,17,6,11,1,0.7320254783154543,1.0,0.0035132711066182378,0,3,1,phenotype_roi_v1,1.0,0.015018773466833541,1.0,True,estimated_seed,False
v4_train_new_0095,unassigned,train,16,10,6,1,0.6137303054274537,0.9444444444444444,0.003349717585033316,0,6,1,phenotype_roi_v1,1.0,0.005542986425339367,1.0,True,estimated_seed,False
v4_train_new_0096,unassigned,train,20,12,8,1,0.5561590856529799,0.8888888888888888,0.002467568325356188,0,3,1,phenotype_roi_v1,0.9973156956643117,0.0,1.0,True,estimated_seed,False
v4_train_new_0097,unassigned,train,9,4,5,1,0.7779547289854589,1.0,0.003125021105490131,0,4,1,phenotype_roi_v1,0.925439257406347,0.003586654936725993,0.9389998273580019,True,estimated_seed,False
v4_train_new_0098,unassigned,train,16,8,8,1,0.7064630725332761,0.9444444444444444,0.0031562652186592796,0,6,1,phenotype_roi_v1,0.9929030443343358,0.006394884092725819,0.9938511990161918,True,estimated_seed,False
v4_train_new_0099,unassigned,train,13,8,5,1,0.7993189527552923,1.0,0.002815189306708375,0,8,1,phenotype_roi_v1,0.9942840674383976,0.01413284877851807,0.9972583961617546,True,estimated_seed,False
v4_train_new_0100,unassigned,train,14,8,6,1,0.6443749792778313,1.0,0.0036628801636735217,0,7,1,phenotype_roi_v1,0.9889946390194365,0.0,0.9907462182033296,True,estimated_seed,False
v4_train_new_0101,unassigned,train,13,6,7,1,0.8146966145602581,1.0,0.0032848563033242703,0,10,1,phenotype_roi_v1,0.9589398940844001,0.01232741617357002,0.975697972121754,True,estimated_seed,True
v4_train_new_0102,unassigned,train,15,8,7,1,0.6961991002656026,1.0,0.004560351959489298,0,7,1,phenotype_roi_v1,0.9704053431598342,0.00012112403100775194,0.9734857357005668,True,estimated_seed,False
v4_train_new_0103,unassigned,train,16,5,11,1,0.8888811035527888,1.0,0.0028161491585816283,0,4,1,phenotype_roi_v1,0.9292194246349391,0.0,0.96135014063965,True,estimated_seed,False
v4_train_new_0104,unassigned,train,13,7,6,1,0.6826376580307139,1.0,0.004978203669987744,0,5,1,phenotype_roi_v1,0.8876805543959255,0.04548038658328596,0.9155166465413145,True,estimated_seed,False
v4_train_new_0105,unassigned,train,17,8,9,1,0.7380911093950429,0.9444444444444444,0.0036272891647471887,0,7,1,phenotype_roi_v1,0.9927579614144184,0.006260794473229706,0.9914916623982699,True,estimated_seed,False
v4_train_new_0106,unassigned,train,16,7,9,1,0.6525110659618776,1.0,0.005069494218767,0,7,1,phenotype_roi_v1,0.9746210621900393,0.0,0.9775787890447375,True,estimated_seed,False
v4_train_new_0107,unassigned,train,19,12,7,1,0.5073841931721792,1.0,0.0052515413735366515,0,4,1,phenotype_roi_v1,1.0,0.0,1.0,True,estimated_seed,False
v4_train_new_0108,unassigned,train,10,4,6,1,0.7691156094361664,0.8888888888888888,0.0030241380682837805,0,6,1,phenotype_roi_v1,0.9853101017753039,0.003540305010893246,0.9895798875289448,True,estimated_seed,False
v4_train_new_0109,unassigned,train,16,6,10,1,0.7960029287127405,1.0,0.0032115930809554945,0,7,1,phenotype_roi_v1,0.997583796010693,0.006717627982395182,0.9986822401916742,True,estimated_seed,False
v4_train_new_0110,unassigned,train,17,8,9,1,0.8456436321838088,1.0,0.004161483236780213,0,6,1,phenotype_roi_v1,0.9493808978345061,0.0,0.9582021568758792,True,estimated_seed,False
v4_train_new_0111,unassigned,train,14,7,7,1,0.5126047403193706,1.0,0.0032362428995426915,0,6,1,phenotype_roi_v1,1.0,0.0,1.0,False,manifest_automatic_base_hint_fallback,False
v4_train_new_0112,unassigned,train,16,8,8,1,0.7912868512669755,1.0,0.0026405578772474474,0,7,1,phenotype_roi_v1,0.9883331023971179,0.001330082021724673,0.9947903898014219,True,estimated_seed,False
v4_train_new_0113,unassigned,train,14,9,5,1,0.7218869077359046,0.8888888888888888,0.005116718870947012,0,10,1,phenotype_roi_v1,1.0,0.0030585106382978724,1.0,True,estimated_seed,False
v4_train_new_0114,unassigned,train,15,8,7,1,0.6081504315568355,1.0,0.004054495386402851,0,3,1,phenotype_roi_v1,0.9697382769901853,0.011494252873563218,0.9820671180891435,True,estimated_seed,False
v4_train_new_0115,unassigned,train,11,8,3,1,0.5664635160333213,0.8888888888888888,0.006626036861866435,0,6,1,phenotype_roi_v1,0.9842986349081513,0.001664816870144284,0.9857577293461733,True,estimated_seed,False
v4_train_new_0116,unassigned,train,12,4,8,1,0.8720060710986453,1.0,0.003356713800238996,0,6,1,phenotype_roi_v1,0.988525200555123,0.0,0.9928012736208209,True,estimated_seed,False
v4_train_new_0117,unassigned,train,13,9,4,1,0.7123205670470948,1.0,0.003426319085731119,0,9,1,phenotype_roi_v1,0.9981415296640458,0.0,0.9988322304398599,True,estimated_seed,False
v4_train_new_0118,unassigned,train,12,6,6,1,0.7836270930797127,1.0,0.004860521464234562,0,7,1,phenotype_roi_v1,0.963522160950724,0.0,0.9645661987508503,True,estimated_seed,False
v4_train_new_0119,unassigned,train,11,5,6,1,0.6318946672990013,1.0,0.009969459489056674,0,5,1,phenotype_roi_v1,0.9375257222816693,0.013891009006258587,0.9416300799279522,True,estimated_seed,False
v4_train_new_0120,unassigned,train,17,4,13,1,0.8438128332842991,1.0,0.004221672461811431,0,4,1,phenotype_roi_v1,0.9952230306864916,0.004135079255685734,0.9982838931110566,True,estimated_seed,False
v4_train_new_0121,unassigned,train,16,6,10,1,0.6943381356533724,0.9444444444444444,0.005137604247948022,0,7,1,phenotype_roi_v1,0.9955715006446549,0.0,0.9972044728434505,True,estimated_seed,False
v4_train_new_0122,unassigned,train,18,9,9,1,0.5550786596721945,1.0,0.0022043028217519464,0,3,1,phenotype_roi_v1,0.9852872687243321,0.013611069333734396,0.9874775098956459,True,estimated_seed,False
