dataset_id,split,new_split_role,relative_path,sha256,dhash64_foreground_crop,phash64_foreground_crop
v4_train_new_0006,train,train_new,images\train\v4_train_new_0006.png,fafa7cbc5f8db55dc891003b046bc78de2c0ddc3e7467f8e0dfb400432fc3a9e,6070180d03050d08,ae1d97c661f290e8
v4_train_new_0007,train,train_new,images\train\v4_train_new_0007.png,6a3d8b327b1a0fcc29971a5f9c37eda7755abd7c572d7cebb762abea005c642e,0c1c2d674141c080,ee3490cbcda43279
v4_train_new_0008,train,train_new,images\train\v4_train_new_0008.png,af3ba8c12e7397efb8263835bfe82f3652977d1a7a532fa239ccdc4bb83dc5a4,080c0c3361c18000,ae34d0cb4f3c30d3
v4_train_new_0009,train,train_new,images\train\v4_train_new_0009.png,5541d698b52ffa128f0c5f94dd070cc29a4bf1f1d5b001e159aa7dc3f2e91f01,8081811b0f1d3930,b8c694356c78c79c
v4_train_new_0010,train,train_new,images\train\v4_train_new_0010.png,713efd6f71adb0d9f0acb8458f2fdca6d57c9c8a3741c33b3d8c3fcefce2ac3c,0103152c6840c080,ee68c18f9c949cb2
v4_train_new_0011,train,train_new,images\train\v4_train_new_0011.png,a2d5ab14e5cd2dada1bdce8ddaae4c8ec09d3667b9b8f279a3f009c94ea2b5a6,082c16c301010000,ba3cd4c2cb253e38
v4_train_new_0012,train,train_new,images\train\v4_train_new_0012.png,4dee6451b513f0c04304463d3ee35f52f6bc2f3e9b26c5cc1221e2e4e86fee94,0405071c3060c080,ae60c69fb1a16f48
v4_train_new_0013,train,train_new,images\train\v4_train_new_0013.png,069facb4b654a302378044d9d5f3798c3f5db20428e2cd2ad445083d4af51da5,000004051b3161c0,bee09739610ebc13
v4_train_new_0014,train,train_new,images\train\v4_train_new_0014.png,6412f93b24f26dfa84024b31c0cfd16347bee184ddf99b16d069d40aed0c19fc,70988f0308090101,ea299c9e4e4e66a2
v4_train_new_0015,train,train_new,images\train\v4_train_new_0015.png,9e98d059909ba0ed6a3f65ffa031f5f8c317a3260e67398f67fe2a7f753402e6,01050117c7010101,ea6a91952d69c8c7
v4_train_new_0016,train,train_new,images\train\v4_train_new_0016.png,75d2494c6e4da66089b05ad9db4f67812ed1bc5527f95638aea92b4e04188141,00181c75c1010101,fa35b5c24f263630
v4_train_new_0017,train,train_new,images\train\v4_train_new_0017.png,d20b0330ab305f4012753d9a658ec1fce1f5e957e64357698776cea516c55a1e,607171371d090909,ba1f87c26069d9d2
v4_train_new_0018,train,train_new,images\train\v4_train_new_0018.png,0de48f7b62a9b25e0103a537d641949ff982d2c79911bb3b1e3fca8ae7ced09b,8060300c07090101,ea3d9bc2e4b0585c
v4_train_new_0019,train,train_new,images\train\v4_train_new_0019.png,fe60f432cb4da2808f765d525fb8ee67625ed3234efa98481220dce92f981076,80e060007b630080,8f80f02ef0f00f3f
v4_train_new_0020,train,train_new,images\train\v4_train_new_0020.png,697da400a3d35559bdf5b5541a01b9655da617e20a013351b9351bc7e5b47967,701c050203020202,eb32969d8dccc0e2
v4_train_new_0021,train,train_new,images\train\v4_train_new_0021.png,a53c19b9ce968b44f0b937ca5db429c73c13cc941314a77ca99cf608e572e076,01754d4501010101,da2f95d0c1e1253b
v4_train_new_0022,train,train_new,images\train\v4_train_new_0022.png,6de99bc8ac48fa3a6e44f6fa04096df0add74cd0cc6d03e9c2b5ef05016840ec,83c373320f181010,a94bc2b2341c9f73
v4_train_new_0023,train,train_new,images\train\v4_train_new_0023.png,78bfd1970897e52d3f5d74cc5ffaf4c963dae02775c973ab00a01fe93ff2cf3b,01030f1c3060c080,d668c99db8b3a684
v4_train_new_0024,train,train_new,images\train\v4_train_new_0024.png,a0f281e20cf086d0724e0849443bf5ad189d473931121620d7aba40a01cdb93f,00000103068c5830,eaca93a5ec1bc21c
v4_train_new_0025,train,train_new,images\train\v4_train_new_0025.png,01aab69914a8f7d7182424196e3a005aa9e0d5977c0fba3021d6b4af88175b15,010105070d3860c0,ee629b99a52e6843
v4_train_new_0026,train,train_new,images\train\v4_train_new_0026.png,4266daf0fa8ba731a25cdcc808b2405d878afdbfdfaad23c1b49611d67f88268,000001012c68c880,ead88137684b9fb0
v4_train_new_0027,train,train_new,images\train\v4_train_new_0027.png,fd125ff4fe29ba039a1bea87709831b0101748ca28e2c19c30c2ebb656d8d6ab,010101070d1930c0,eaca9bb0a50df10e
v4_train_new_0028,train,train_new,images\train\v4_train_new_0028.png,4d72fb25625fd3d39456606963ca88c06a3c9c2ac89cbb7cfb83193b038cd04a,0000000000686100,dfa0a43f805f55a4
v4_train_new_0029,train,train_new,images\train\v4_train_new_0029.png,e6f772292b661b9e1876f29873afbbfc5eba342cb0c69e683c918ee744380149,1010180b0b3971c0,bbe1943ce11fb043
v4_train_new_0030,train,train_new,images\train\v4_train_new_0030.png,429b8b2277a1583c5904fb40c59ba123bb12e5244f9a4a3abd326a985c60aaaf,080907183060c080,a362c39fb8216f4c
v4_train_new_0031,train,train_new,images\train\v4_train_new_0031.png,e2b83f1d9b59b22683e8617ac16f3b44e6ebdf896db3918abff5946bfb2cea1c,086c6c3416030101,be96c361b04c0f97
v4_train_new_0032,train,train_new,images\train\v4_train_new_0032.png,d9f8007533fe90c171532dda963b42b8479b7fa81eec09bd731e66369341379f,1030398d81810100,ba3d95c860371b4d
v4_train_new_0033,train,train_new,images\train\v4_train_new_0033.png,038f16c47d814a91cf4fe9f6a0b60f001908cc1babeed98161be39699629d387,00080b233b787060,bae0851e684ed3d3
v4_train_new_0034,train,train_new,images\train\v4_train_new_0034.png,fd28b893468bc6d2ac7a0265ae925886835db914aec8a50125815c7889c855fd,0c0e031910706040,ab62879df01b48e9
v4_train_new_0035,train,train_new,images\train\v4_train_new_0035.png,005b847cde6d75b968377f606e1babf8c53a9304a37b4ed708593b42020f10ed,01192d6503000000,ba33f1c04c1e36f1
v4_train_new_0036,train,train_new,images\train\v4_train_new_0036.png,76ef19287debda9726d29a56cd2e3675bcf8531c5181bf373e65ff15b2948356,080909233f796101,bae0853f68c39f30
v4_train_new_0037,train,train_new,images\train\v4_train_new_0037.png,0a00282566066cb29ee7a15c7f423a95f28d14de14977d2084952ea97deeb553,0103051d316060c0,8e68859f7067e698
v4_train_new_0038,train,train_new,images\train\v4_train_new_0038.png,d7258319ae92009ca27c47064f31e3d1558564139fcbaa166c1345a792071992,0101010123277c60,9fc0972cc21ee48f
v4_train_new_0039,train,train_new,images\train\v4_train_new_0039.png,fd5bf8159b78752e9de2709a055e45d085ed04ce99b9890133e11d694ec8d9e3,0101070e383060c0,be60cf9cb1a7a40c
v4_train_new_0040,train,train_new,images\train\v4_train_new_0040.png,f31770ad8a8f1c33bee75bf7b68f509cf5fdb47b1cb8d602db01352093d5f81c,0101010002467c60,ded09f2dc01ee099
v4_train_new_0041,train,train_new,images\train\v4_train_new_0041.png,5ac273b90336952dd1ecdcb63d475e9ad971bf383a3dc5103139f341b7bd1527,4061637a7b373323,bfd2c07290b5a569
v4_train_new_0042,train,train_new,images\train\v4_train_new_0042.png,4fde6ced9a6a72182488453ac05f6737c1922f79697c736d199b19cba6d8cf16,0000000306183060,dfc09fb0e418f306
v4_train_new_0043,train,train_new,images\train\v4_train_new_0043.png,6e7b087a521d20da0f17314cf07b92f42df3bb26834608d6aca11341b04000f2,03193771c0800000,da69c1c1873e3cb4
v4_train_new_0044,train,train_new,images\train\v4_train_new_0044.png,836454ec494d256e1904b648f40a187bba76cb9a22b755a3ddd068264274121f,0101010003263c60,9ec01f6dc91ee40d
v4_train_new_0045,train,train_new,images\train\v4_train_new_0045.png,b807bd2e9d52c794da42e674d9d86aef687f19399d6cf2ad4c0a12ae58228569,0303070d397141c1,ee68859ff0074e98
v4_train_new_0046,train,train_new,images\train\v4_train_new_0046.png,f5088838c682b1b52b21ea156505a4c49d564e9136ef3e654ece861307a2d862,0303031d306060c0,af68c79eb0276e08
v4_train_new_0047,train,train_new,images\train\v4_train_new_0047.png,c6e15fccf9311de092f63d181fdaa8aeef14e2a7303f1a347dee01fa6a3a829e,0000000002676c70,9fd0376dc036e819
v4_train_new_0048,train,train_new,images\train\v4_train_new_0048.png,4198d35c369d9e583eab6c5c453129f74fe13051b511a29b52735afdbf5cd1d6,0103010f376040c0,eb68859f70639694
v4_train_new_0049,train,train_new,images\train\v4_train_new_0049.png,b7bb3d09fdaf7d415ff53006d992dd125aa7646b985e85bfa9b0c10e7a6cf5c5,010f326280000000,d72da0d08b9f5c70
v4_train_new_0050,train,train_new,images\train\v4_train_new_0050.png,54ad01c17f07b3f675ae2b53d346656bf1d485c84a6975dfe0a911bad4da48eb,0072713627010001,de1f93e0e0948b4b
v4_train_new_0051,train,train_new,images\train\v4_train_new_0051.png,09dd4fa22972247cce09f22edd4db71ed29d64327307ab6cf27b11e95ef04ed9,0909393d31810000,be3ec0c33f3490c9
v4_train_new_0052,train,train_new,images\train\v4_train_new_0052.png,8dded1f7f5085ddd0edccfc07d1133fd9e44eb8073d924c1273702c2c35a54d9,4040464761614140,efa5905a6ea1c41e
v4_train_new_0053,train,train_new,images\train\v4_train_new_0053.png,1350ee68832f0ac65bb486a48c5b43dd1dd303073164b96f2b2bd5ed207a3882,8080c04139031010,eb8491691e976578
v4_train_new_0054,train,train_new,images\train\v4_train_new_0054.png,f03145413e112454aff3995fed45abc820eda485de9e42039da6b486525408c0,80c061332f0d1910,bb0ec1f06c8f9236
v4_train_new_0055,train,train_new,images\train\v4_train_new_0055.png,1b40966b521fedd58f16e9e3992d591f47c2a561edaa72a752953fdf4510ec6d,0000617d1f030000,bb16c4e13b1ecce0
v4_train_new_0056,train,train_new,images\train\v4_train_new_0056.png,42dc8264f0157acbc9079e9398b7d2932c9f98f97848937fec81fc451fc522e9,607f1fc908000000,df3fa584c2686c34
v4_train_new_0057,train,train_new,images\train\v4_train_new_0057.png,6aa931c131741bf910e3053c20ec48c982d481103fe0e901c1873f309a26aa8b,01111999c93b1303,bb92ec3dc2681bc1
v4_train_new_0058,train,train_new,images\train\v4_train_new_0058.png,efbc2fce89adf421af4bd9d37fe725bbf7e3036e75cccef9390580f535bbe6cf,0000000061637e60,9ed0362fd035cd92
v4_train_new_0059,train,train_new,images\train\v4_train_new_0059.png,921cf6361b7e6041bdc4bf1853297bbd5f7c2f3c7e0b885933ce91def21e4bde,c06030180c030100,af178b61b058ec96
v4_train_new_0060,train,train_new,images\train\v4_train_new_0060.png,711337bdcf6fb60642c215fc5d02e5801b29cf0ad46ab78a95eca0812b828d35,6060703018040203,9e1fc7e2f048a6c1
v4_train_new_0061,train,train_new,images\train\v4_train_new_0061.png,27f7e86b761b2dca6747669482a0aee7cb51d4dfc77acdd0de5aeb5815d23345,008080c063310b07,dd95e03ec2709c65
v4_train_new_0062,train,train_new,images\train\v4_train_new_0062.png,ea401a493e5572e2a5361df7a1838a62852bb47105135ca9e4f64c1a051ab15c,183f830000000000,dc3d3d92d2c8c9c4
v4_train_new_0063,train,train_new,images\train\v4_train_new_0063.png,34e77a2e9f6b73c10d81858a9db3906f58d7aef54a62ca3862302ebaf6e956cb,010000000163663c,ded0366b9225c936
v4_train_new_0064,train,train_new,images\train\v4_train_new_0064.png,a70b7ba713fd3c947e45c334e1009fea280f6c41dc0055f0197becf860e4976e,0101012070733a22,9ec2e11fc475836c
v4_train_new_0065,train,train_new,images\train\v4_train_new_0065.png,c2f0c96972ee6f378f102031f4b3116c2ed85c86925295c94d4c97fc555b23ca,0101715306000000,df1f90e0611b1ec6
v4_train_new_0066,train,train_new,images\train\v4_train_new_0066.png,a1cffddf74b34f0ad1d6bcdd67b766bf3d7a36840bc05deab93a286777f2c94e,0000804060350707,d593e03e87619867
v4_train_new_0067,train,train_new,images\train\v4_train_new_0067.png,d43ba4928db045cde82c8dfa7616f287be543343337f4ad52a1e9d22cd7ad037,0000000306187060,dfc09e30e50df306
v4_train_new_0068,train,train_new,images\train\v4_train_new_0068.png,1f9929ecfaf5978dbac8b61c285f41b39c1163fe455adc29c47d46bb2d1cbfec,010003072c3870c0,9ee08b1ee00ff88b
v4_train_new_0069,train,train_new,images\train\v4_train_new_0069.png,4dc6a835f74153ec321134d36cafec536906397fa5250784e9fc136a767a6544,60781e0701000000,be3f9787c260b0b0
v4_train_new_0070,train,train_new,images\train\v4_train_new_0070.png,38ed143258ae368aff10b3838ff0e3a5795c7f19ca00fac677af90f6e43e6097,0103233a30604080,9ee8c19fb86147c8
v4_train_new_0071,train,train_new,images\train\v4_train_new_0071.png,b44732afeffb3ddd6ed7bdc28573c7c09cd0f8836511bdf19a32e4e111a6a4b5,8080804161270d18,aec1b12ecbf02c1b
v4_train_new_0072,train,train_new,images\train\v4_train_new_0072.png,72a91ac1e4efe9d81a0a49895cc2a9db16dffeeefcdd6fe27469c8e0489fd90a,00c07131170c1c30,ba8f85e2781b8725
v4_train_new_0073,train,train_new,images\train\v4_train_new_0073.png,21abe297fefae7a13befa05bd8b74d38cbc8423508e424bd18ed83469360085b,2035051d396040c0,bb78869cb0636768
v4_train_new_0074,train,train_new,images\train\v4_train_new_0074.png,fa6e2696f6d1f57b802cfab4ee6a2094c87fb85a2d55c30a691f24b9ce00f0df,01791e0c143c2060,be5bcac8c2e43435
v4_train_new_0075,train,train_new,images\train\v4_train_new_0075.png,a2b311db3e6159b6de4f2e8d643d9be7fc12f8b83180efe2a1cacce47ff1c3d0,4060301909070c08,ba1d856673b0ec68
v4_train_new_0076,train,train_new,images\train\v4_train_new_0076.png,a4bd84757f55c84249b7b383c06c69edd55ca49b9e5171ebef9803e22daef68a,00808163361c0c08,bacbc3344dc3323c
v4_train_new_0077,train,train_new,images\train\v4_train_new_0077.png,15f54a9533d702d54f2236980aaf1b7005d9eadc19a1788f2b5aa488de317687,040404451970c080,eae4851f7ac29538
v4_train_new_0078,train,train_new,images\train\v4_train_new_0078.png,ee5e4c427f766a0b68881eb8532a58dad2e2dd470b3c53edf597d684e5e3cf8c,0c0703060606060d,e4699336b2c4999b
v4_train_new_0079,train,train_new,images\train\v4_train_new_0079.png,f6a8fe1f950737c526b659d5fa668f2f9749ee97c9cbfa1e7f2c6ed4cad2a401,001159030705040c,ea1b95c4e5631b1a
v4_train_new_0080,train,train_new,images\train\v4_train_new_0080.png,646606a1a4013a7b6e1e52a0d7ec04890ca67b4539fb2c196e27a3a21dd3d706,181c66c389000000,ea35b1d8cb458696
v4_train_new_0081,train,train_new,images\train\v4_train_new_0081.png,a0dcd5fcc267d74fe09ea9a2194cfeab7abea2b6a2da4ad2f351da40c8d4bcf1,303059c985040400,aa3b9ccc62e39391
v4_train_new_0082,train,train_new,images\train\v4_train_new_0082.png,56ec6489e542bfd707c5137cd99dd68b9b3c84da682914716230b1046c470c9e,0101090b078c1830,e2c299356c1bd39c
v4_train_new_0083,train,train_new,images\train\v4_train_new_0083.png,e8ca867b1056213113420668b6b17468f06beb221e9be62c31abeccdb4a3a24b,01010505071e7860,eec09d354c1af28d
v4_train_new_0084,train,train_new,images\train\v4_train_new_0084.png,0f7885630abbeee9cdcb64926ae343f4ca28b7a788505ad1a1fe53f3ecda6221,0c04040633600000,aee4c11b78e18f58
v4_train_new_0085,train,train_new,images\train\v4_train_new_0085.png,25b81a66246e0a03383d511f178a4e119aa60d1bce3ef339af4b923e1b052c60,000001231ed48404,becac0353fc8c332
v4_train_new_0086,train,train_new,images\train\v4_train_new_0086.png,a4f54e250fe0c3a89fff1ef5374e6c9ad46704405eab9a18748bf7723da5c35a,0181c161391b2303,ba87c5789e8f2191
v4_train_new_0087,train,train_new,images\train\v4_train_new_0087.png,0c0e9c1a2d8550d98f2ab3d53b74dc1b09e6546bd2eb5f2973b46c10cc16a93f,091f3b71c1000000,ba38e0c6879fb868
v4_train_new_0088,train,train_new,images\train\v4_train_new_0088.png,da1929629cd45865d613bb89b256e661969ab3233e009aa0814d6e7314cb31b2,0000613b1f990100,bb5ac4a53fcbc024
v4_train_new_0089,train,train_new,images\train\v4_train_new_0089.png,95b9bd6480d58c6ff2919b316543faa874d458e99ac7f281efec6fd6cb0dce3c,0000000000002521,d4d52ad2d52ad52a
v4_train_new_0090,train,train_new,images\train\v4_train_new_0090.png,f4399a1bd97a6361c08de37fbb1af49f024d3ca6cb256d74a0f29547f90f483f,0202121d1f3b71c1,bbe0863d70879d64
v4_train_new_0091,train,train_new,images\train\v4_train_new_0091.png,1dcaa8abdb5d7400fc7aebcde7b41e96d0c2d20ef476184713729905611ef03f,4071391b0f0d0101,bb1f86c261789c66
v4_train_new_0092,train,train_new,images\train\v4_train_new_0092.png,8cb806c0277d5c10d73d50fd76cd59cc537da5ded1402871b19038e70d32f569,000000090b6d6dc0,fed0853e6087bc61
v4_train_new_0093,train,train_new,images\train\v4_train_new_0093.png,03b7f005061ac5380ce8c0338190523b86c94c4d5e56fd725e7ec3ba08b7b7bf,3018080c06030302,e9b61b4d944aa5d2
v4_train_new_0094,train,train_new,images\train\v4_train_new_0094.png,5c67603bb5deb4dc6e95d091a0982a57aa801809fba761ccaa6c3863fe8963a1,0101879e38706040,ba60c39eb0b125ed
v4_train_new_0095,train,train_new,images\train\v4_train_new_0095.png,c29842a91abb59568f665bfa178d558045809cc538e3e89d98a452454865db83,0e2c180c03010100,fa35164ba55299cc
v4_train_new_0096,train,train_new,images\train\v4_train_new_0096.png,2566a5faf0ede4f7a0b855832ad953c4ce8390f8296683b010f55f0afb88ab5c,38180c0c06070301,e8b1994c964ba753
v4_train_new_0097,train,train_new,images\train\v4_train_new_0097.png,16cc5f63dae76ea03e63b5031b08db53e2e0ba392ea4814f68351d823f1d3b1f,80c070701c870101,9a95c261bd4ea55a
v4_train_new_0098,train,train_new,images\train\v4_train_new_0098.png,7535696d9e963e5101047c3624b37460de9fb33e58fd378d8c1b6e9b1d21f42f,80cc1c1703010100,ba3586ca69343acb
v4_train_new_0099,train,train_new,images\train\v4_train_new_0099.png,ff77091d264ecb2f0df80180811880f9e111199e649b09ffe1b3644b18d0145e,0917216140408080,ea6aa19796928dcc
v4_train_new_0100,train,train_new,images\train\v4_train_new_0100.png,9bbed972bd6a63fb80aba759d3b4ccf7fdbc339dd6678b775c93890fc21de6b1,c040603018090109,ba95c763b06c5691
v4_train_new_0101,train,train_new,images\train\v4_train_new_0101.png,0373bce4a415061e3d26b76c56c5b3c4067ec06f7ab3296594139dd6637f20d7,3a3e770101010101,ba3db5d2c0c8cd25
v4_train_new_0102,train,train_new,images\train\v4_train_new_0102.png,b86dc9047696049739ff907fc291624ad5f98c82d6828b5415bd1f427290cfab,0818303020303e17,bcb3e1c6c70ccc2c
v4_train_new_0103,train,train_new,images\train\v4_train_new_0103.png,55446c264bdb22c5bcd9603ce156db7991effe76a24f2b8d1725acfa40a7f4c5,8040730d09191110,eb0e859170786ccf
v4_train_new_0104,train,train_new,images\train\v4_train_new_0104.png,79c2a926fff81b2d3b80b924e13d5c06013204846054e0c80d58fc81cc4cfa69,40203010180c0705,b89ccee79168b268
v4_train_new_0105,train,train_new,images\train\v4_train_new_0105.png,358fcaeeebc81bbc4e40260940fc5cb5a3b38d19c6e066d53204256edef39b6d,010101030d316100,bee1951ae08d98f2
v4_train_new_0106,train,train_new,images\train\v4_train_new_0106.png,913fa9b8eac8d8038a0009c21eed69c1e0506c066debdf5cb86aae492d74218e,8040602031110306,9e97a558d4259a66
v4_train_new_0107,train,train_new,images\train\v4_train_new_0107.png,6a9e49efe9126e259347dcf642ee2955571d29962595ee791b6bcee3934a5dac,030303060c080808,e34c9bb23624cd33
v4_train_new_0108,train,train_new,images\train\v4_train_new_0108.png,ccc2177d6f8c69896fde785e6017d3e37a2f54b92626d8d9a7972feeb3dc1f2c,0c07030101030f19,ea4fb5a49232893b
v4_train_new_0109,train,train_new,images\train\v4_train_new_0109.png,b1a664111e7ee659d387324acee764e0b004c7890be844d83641df9d3bb89316,30080b060404070c,e41b9b9c9d6c4643
v4_train_new_0110,train,train_new,images\train\v4_train_new_0110.png,a3f52d67ff496f044dcf116f85673781fae8905803e8f006a6d8bb7f43713e42,6018050303030101,eb34969b8d4ca6c2
v4_train_new_0111,train,train_new,images\train\v4_train_new_0111.png,32b47ee9cdac537661368790b91835b72f1c6ecac2541e9d48cffee44746a655,01030e3870603030,bf60c08f9898f336
v4_train_new_0112,train,train_new,images\train\v4_train_new_0112.png,e934e79a90927ccb42f8bceb25ef24591430a232f1d638343cf5f4327f04c016,60180d0303020718,ed12968dc946c6e3
v4_train_new_0113,train,train_new,images\train\v4_train_new_0113.png,bf8cd4a02317739e17445eb4a0f702526c7f8a7abee6a59e245d55291e1b9c59,10101018080c0607,b199ccc6936592c7
v4_train_new_0114,train,train_new,images\train\v4_train_new_0114.png,404f64e5fc53246c94631b613d18d5225f64556d2491603e75780d962724e29e,060c183030101e2b,b866e7c6cc1cd819
v4_train_new_0115,train,train_new,images\train\v4_train_new_0115.png,aa099ddcdc2df5a7caba11b8b1712ccdbe8aad5e686c04da34d4f205f31fc019,0161713b1f0e1800,bb1ec4e12999962e
v4_train_new_0116,train,train_new,images\train\v4_train_new_0116.png,05826596f59a65a7c67c2193c431f17d885e9284098ef831b12ac02a9f09b081,20311d63c1810101,fa3994c24f2f30b1
v4_train_new_0117,train,train_new,images\train\v4_train_new_0117.png,f0bc5c05fda8cda556d6eb474ef1fcfd0b276ff386502c9fca5fdaa1b9ade8db,000109090b973e70,bac29d69c634e11e
v4_train_new_0118,train,train_new,images\train\v4_train_new_0118.png,dc2213d044c03b9ec4e1dd3ceb3c1ed96d21a34eb3b5d8a6360d46c666c245bd,2020317119090300,ba94e5631a0de3f0
v4_train_new_0119,train,train_new,images\train\v4_train_new_0119.png,4cc6898831d11a9e3a395999843e5c83091214725531cad41fc9e5ea87b1c1b8,80d2131301000000,b93996c6e069391b
v4_train_new_0120,train,train_new,images\train\v4_train_new_0120.png,568754dca24ff621f033d0e55b03a45eaa1147b7cbfb1778935476d686050ab3,0101030b193160c0,bbe0879cf1276c09
v4_train_new_0121,train,train_new,images\train\v4_train_new_0121.png,a98d48d5d5ec3901800625b9d871567982e4ebb59983fbfb0a0f3210c186460c,c161301d07030302,af168f61e0f0d86c
v4_train_new_0122,train,train_new,images\train\v4_train_new_0122.png,c0ad7b4fe130f2f73b2ef931df5691da210d7a64028f6cdb61f6ed5817bb03f1,02020303093160c0,afe0973a630fb803
v4_val_0001,val,val,images\val\v4_val_0001.png,782dbffc8d9ee13fd0aa624b06abdfcaf8fd117000f15075a00c6adb7e10350d,08091d63c1010000,fb3994c24f3d30d0
v4_val_0002,val,val,images\val\v4_val_0002.png,4925498c757533dd3a0b026fa0f1b21e6c59db2a9efc84c46c81a708673782d4,6070180c07010101,ba1d8c4ae6b36970
v4_val_0003,val,val,images\val\v4_val_0003.png,11d8baaf3a4109acec3a669e042eb73c073d33d03b75947c6bec9993d4a2eac4,088869391d070301,bb96c560381d47b3
v4_val_0004,val,val,images\val\v4_val_0004.png,6195b5f2f4ddb2b19b3dfd69cc1a1ed355807edc6a2aa368c8e81bddb972cb09,4060311b03190101,ab1f954363f0986c
v4_val_0005,val,val,images\val\v4_val_0005.png,cb3ab89c4d9bca79d2005908d05be03bd79a3d509b6cc02124ab2b1697ca983f,c040313327050101,be1d87627898d466
v4_val_0006,val,val,images\val\v4_val_0006.png,a93fa6151f2a901c6ac8db86716aa2e2004c44fec4499f5947eabfade0f2e9b7,00c0711b0f090101,ea1b94e4683b9b86
v4_val_0007,val,val,images\val\v4_val_0007.png,034db2c4b6bef7be62614ab5e499e5b7a4f8635bc4ca1edb2727ef307f328900,0100814173150c10,aacaf03c8fc330cd
v4_val_0008,val,val,images\val\v4_val_0008.png,26c6ee8b02a7793e461b1b3c5fbbc40c1963b8bc3f2d74efeee067c0cf6680f6,000081c3370d1910,ebca94352dcb3234
v4_val_0009,val,val,images\val\v4_val_0009.png,1c7ad5944c3a778df82e6d8bf1687267b5f7aeb20f621b3c2a2ed6d9ccc586ff,3030327b73733121,beb4d04a61df8962
v4_val_0010,val,val,images\val\v4_val_0010.png,0306ff5042cbea73dd8b7b999adce4863afb9ee2c533889c6a76705d2d898ef1,c0302e6341000000,de3d90c2cb657432
v4_val_0011,val,val,images\val\v4_val_0011.png,3b17223de3fcdec4b1a49ce379a072bda922f5c820984ad30bcad553f4d7caac,7d27214141000000,fa2a35359293cbc8
v4_val_0012,val,val,images\val\v4_val_0012.png,68f30cd5e083da6104a0327df60315f116fcd62632fd6d085a06a4f20d4b59d3,181e373371716040,be38e092c8cf0767
v4_val_0013,val,val,images\val\v4_val_0013.png,f1ac4f73255e5a01e467bbbce0e59803a1ee59ef7d7aef79cd5dbf4d0956fb8a,0003637d19312020,ba4fc4b0332ecdc1
v4_val_0014,val,val,images\val\v4_val_0014.png,29ff93c4c74c5cb7564cbf80aa044bdcc93913ceb334835dbf2585ca2957732b,010101230e3860c0,bac29734614fd833
v4_val_0015,val,val,images\val\v4_val_0015.png,38d03f7af279c3fae6845c50bc80d7df1e90c982c6f7319395e42eaaaad25f8a,28181d4381818180,ba39b5c0cb673612
v4_val_0016,val,val,images\val\v4_val_0016.png,8fe5c91e773fead129ce594e55975d81db765d2f72d20ede7cbb36dd0f6e13b1,3011131c10303070,b9638e9ca726614b
v4_val_0017,val,val,images\val\v4_val_0017.png,e8796cf2ecac8b18cdef4bca62c5f732c68301281655ff63e8bd762aa8b16ab1,18182e6341c18000,ea30b1d34bcd8696
v4_val_0018,val,val,images\val\v4_val_0018.png,aab568a380e7b47e7b3a910abd9500cffaa692987d37471d71f25cfd2c971cb0,80c0403015698901,faa5816a3897cf60
v4_val_0019,val,val,images\val\v4_val_0019.png,f290072a109e31ac0d306c7ea15f25cbecd57929e27e5159ec844b4acfcda29c,01c1692919072121,fa87c5609c9e6391
v4_val_0020,val,val,images\val\v4_val_0020.png,3f144888e7ceb678a045e3edaa6d690a5be62b8dd73dea47f89f42d2b4b07345,936319216040c080,bf7a8185d4d07878
v4_val_0021,val,val,images\val\v4_val_0021.png,2d9db576bbf5fdc19b51967beb04f2953d7ec96cf2b8b60e5544ef8b670469f7,0005050c18302060,bae08fb9b34e6809
v4_val_0022,val,val,images\val\v4_val_0022.png,ebfd68be234f195c9cac976e5ccd42320c2bb8c67845e61c036c29cfe4cc87f0,1a0e04060b183060,a66699194f9c914f
v4_val_0023,val,val,images\val\v4_val_0023.png,482d9f8052e02dc6ccf60bf0d7e02158e75d0764db1903fd1c2422f7662e5cf5,012d373371310000,be3cc1c30b69bc94
v4_val_0024,val,val,images\val\v4_val_0024.png,89281c63440c35275cc83d03144695d929dd22a2213f5215555f5c1b25c716f3,303858c5810b0901,ba3c9de8c087c369
v4_val_0025,val,val,images\val\v4_val_0025.png,cfa7de1deedbca3e230262fa3549b2e185555c17c744a939f58f60fedd3c1078,000008283915cd88,bac5817adca748d8
v4_val_0026,val,val,images\val\v4_val_0026.png,9ef2c2d4a3819c4ae629b4a694dc0b2f0c228de701e625fa4c6e86285b533cb6,00000c113161c180,aaf0859f7861879c
v4_val_0027,val,val,images\val\v4_val_0027.png,eacde19580edecdb9a590b7196e671b51cc7608373377e540d9905dd216872f4,010909030e3860c0,bae2853de04f3aa1
v4_val_0028,val,val,images\val\v4_val_0028.png,2f36abd3b8c31128f8b0faf84ce4db8c68d24e4961a8b73a9f449a59b00e2797,0d05030303030b0d,e94ab672963199b1
v4_val_0029,val,val,images\val\v4_val_0029.png,d58cb46727fe17978eb8786c2941c76ce2d807f1e0f70fcf70e02e14339390a4,1050381c04030101,bb35c9c0e43b1d86
v4_val_0030,val,val,images\val\v4_val_0030.png,6126e7cecfd56cf7928c519a58d890c38edfff893e416f4de3941bc4b9269f82,0089c94d1f130100,bb92c4693697c92c
