dataset_id,split,new_split_role,source_frame_id,source_path,source_name,source_relative_path,split_group,acquisition_period,campaign,candidate_index,candidate_orientation,candidate_box_thumbnail,crop_box_full,keypoint_labels_used,model_outputs_used_for_selection,quality_tier,data_role,stage_label,stage_label_source,manual_quality_review,manual_stage_review,manual_note,source_recovery_status
v4_legacy_0058,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (46).jpg,leaf3 (46).jpg,images\auxiliary\stagev3_0059.png,legacy_v3::images400::leaf3 (46),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0059,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (4).jpg,leaf3 (4).jpg,images\auxiliary\stagev3_0060.png,legacy_v3::images400::leaf3 (4),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0060,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (56).jpg,leaf3 (56).jpg,images\auxiliary\stagev3_0061.png,legacy_v3::images400::leaf3 (56),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0061,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (60).jpg,leaf3 (60).jpg,images\auxiliary\stagev3_0062.png,legacy_v3::images400::leaf3 (60),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0062,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (87).jpg,leaf3 (87).jpg,images\auxiliary\stagev3_0063.png,legacy_v3::images400::leaf3 (87),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0063,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (96).jpg,leaf3 (96).jpg,images\auxiliary\stagev3_0064.png,legacy_v3::images400::leaf3 (96),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0064,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (61).jpg,leaf3 (61).jpg,images\auxiliary\stagev3_0065.png,legacy_v3::images400::leaf3 (61),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0065,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (21).jpg,leaf3 (21).jpg,images\auxiliary\stagev3_0066.png,legacy_v3::images400::leaf3 (21),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0066,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (81).jpg,leaf3 (81).jpg,images\auxiliary\stagev3_0067.png,legacy_v3::images400::leaf3 (81),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0067,train,legacy_v3_development,,D:\kp\数据集图片\images\35-35.jpg,35-35.jpg,images\auxiliary\stagev3_0068.png,legacy_v3::images400::35-35,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0068,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (51).jpg,leaf3 (51).jpg,images\auxiliary\stagev3_0069.png,legacy_v3::images400::leaf3 (51),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0069,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (88).jpg,leaf3 (88).jpg,images\auxiliary\stagev3_0070.png,legacy_v3::images400::leaf3 (88),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0070,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (19).jpg,leaf3 (19).jpg,images\auxiliary\stagev3_0071.png,legacy_v3::images400::leaf3 (19),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0071,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (62).jpg,leaf3 (62).jpg,images\auxiliary\stagev3_0072.png,legacy_v3::images400::leaf3 (62),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0072,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (58).jpg,leaf3 (58).jpg,images\auxiliary\stagev3_0073.png,legacy_v3::images400::leaf3 (58),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0073,train,legacy_v3_development,,D:\kp\数据集图片\images\18.jpg,18.jpg,images\auxiliary\stagev3_0074.png,legacy_v3::images400::18,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0074,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (69).jpg,leaf3 (69).jpg,images\auxiliary\stagev3_0075.png,legacy_v3::images400::leaf3 (69),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0075,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (91).jpg,leaf3 (91).jpg,images\auxiliary\stagev3_0076.png,legacy_v3::images400::leaf3 (91),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0076,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (6).jpg,leaf3 (6).jpg,images\auxiliary\stagev3_0077.png,legacy_v3::images400::leaf3 (6),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0077,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (54).jpg,leaf3 (54).jpg,images\auxiliary\stagev3_0078.png,legacy_v3::images400::leaf3 (54),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0078,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (85).jpg,leaf3 (85).jpg,images\auxiliary\stagev3_0079.png,legacy_v3::images400::leaf3 (85),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0079,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (90).jpg,leaf3 (90).jpg,images\auxiliary\stagev3_0080.png,legacy_v3::images400::leaf3 (90),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0080,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (86).jpg,leaf3 (86).jpg,images\auxiliary\stagev3_0081.png,legacy_v3::images400::leaf3 (86),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0081,train,legacy_v3_development,,D:\kp\数据集图片\images\9.jpg,9.jpg,images\auxiliary\stagev3_0082.png,legacy_v3::images400::9,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0082,train,legacy_v3_development,,D:\kp\数据集图片\images\3-3.jpg,3-3.jpg,images\auxiliary\stagev3_0083.png,legacy_v3::images400::3-3,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0083,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (83).jpg,leaf3 (83).jpg,images\auxiliary\stagev3_0085.png,legacy_v3::images400::leaf3 (83),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0084,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (45).jpg,leaf3 (45).jpg,images\auxiliary\stagev3_0086.png,legacy_v3::images400::leaf3 (45),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0085,train,legacy_v3_development,,D:\kp\数据集图片\images\8.jpg,8.jpg,images\auxiliary\stagev3_0087.png,legacy_v3::images400::8,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0086,train,legacy_v3_development,,D:\kp\数据集图片\images\7.jpg,7.jpg,images\auxiliary\stagev3_0088.png,legacy_v3::images400::7,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0087,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (82).jpg,leaf3 (82).jpg,images\auxiliary\stagev3_0089.png,legacy_v3::images400::leaf3 (82),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0088,train,legacy_v3_development,,D:\kp\数据集图片\images\19.jpg,19.jpg,images\auxiliary\stagev3_0091.png,legacy_v3::images400::19,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0089,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (94).jpg,leaf3 (94).jpg,images\auxiliary\stagev3_0092.png,legacy_v3::images400::leaf3 (94),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0090,train,legacy_v3_development,,D:\kp\数据集图片\images\26-26.jpg,26-26.jpg,images\auxiliary\stagev3_0093.png,legacy_v3::images400::26-26,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0091,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (39).jpg,leaf3 (39).jpg,images\auxiliary\stagev3_0094.png,legacy_v3::images400::leaf3 (39),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0092,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (79).jpg,leaf3 (79).jpg,images\auxiliary\stagev3_0095.png,legacy_v3::images400::leaf3 (79),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0093,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (76).jpg,leaf3 (76).jpg,images\auxiliary\stagev3_0096.png,legacy_v3::images400::leaf3 (76),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0094,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (100).jpg,leaf3 (100).jpg,images\auxiliary\stagev3_0097.png,legacy_v3::images400::leaf3 (100),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0095,train,legacy_v3_development,,D:\kp\数据集图片\images\16.jpg,16.jpg,images\auxiliary\stagev3_0098.png,legacy_v3::images400::16,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0096,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (63).jpg,leaf3 (63).jpg,images\auxiliary\stagev3_0099.png,legacy_v3::images400::leaf3 (63),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0097,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (71).jpg,leaf3 (71).jpg,images\auxiliary\stagev3_0100.png,legacy_v3::images400::leaf3 (71),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0098,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (89).jpg,leaf3 (89).jpg,images\auxiliary\stagev3_0101.png,legacy_v3::images400::leaf3 (89),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_test_0001,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,4.0,horizontal,"[82, 459, 660, 487]","[249, 2657, 4203, 3018]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0002,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,3.0,vertical,"[758, 378, 814, 928]","[4363, 2036, 5069, 5799]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0003,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,5.0,horizontal,"[286, 596, 737, 651]","[1526, 3394, 4612, 4088]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0004,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,9.0,horizontal,"[62, 1159, 676, 1210]","[114, 6784, 4314, 7428]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0005,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,6.0,horizontal,"[77, 714, 604, 760]","[240, 4131, 3846, 4712]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0006,test,test,src_0629,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,062500033.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,2.0,horizontal,"[120, 935, 608, 971]","[514, 5490, 3853, 5945]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0007,test,test,src_0629,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,062500033.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,3.0,horizontal,"[114, 1184, 667, 1329]","[451, 6624, 4234, 8387]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0008,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,6.0,horizontal,"[57, 379, 302, 430]","[239, 2105, 1915, 2748]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0009,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,16.0,horizontal,"[102, 1113, 237, 1158]","[527, 6528, 1506, 7096]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0010,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,14.0,horizontal,"[124, 904, 282, 962]","[659, 5231, 1776, 5963]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0011,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,3.0,horizontal,"[466, 208, 677, 243]","[2706, 1132, 4150, 1574]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0012,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,10.0,horizontal,"[495, 608, 655, 660]","[2885, 3475, 4014, 4132]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0013,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,4.0,horizontal,"[91, 277, 197, 318]","[461, 1526, 1266, 2044]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0014,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,15.0,horizontal,"[87, 1008, 257, 1044]","[437, 5928, 1626, 6383]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
v4_test_0015,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,8.0,horizontal,"[457, 490, 721, 531]","[2630, 2804, 4437, 3321]",0,0,V4_scanner_crop_pixel_QC,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,pending,not_required_for_selection,,native_scanner_source
